lemma,before,hit,after,list
pouvoir déplacement,"activités , notamment celles qui attirent de nombreux employés et clients , à proximité des arrêts des TP , là",ou les,"déplacements peuvent être effectués à pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau",lemmesMotilite
pouvoir déplacement,", notamment celles qui attirent de nombreux employés et clients , à proximité des arrêts des TP , là ou",les déplacements,"peuvent être effectués à pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau d’",lemmesMotilite
pouvoir déplacement,"notamment celles qui attirent de nombreux employés et clients , à proximité des arrêts des TP , là ou les",déplacements peuvent,"être effectués à pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau d’ offre",lemmesMotilite
pouvoir déplacement,"celles qui attirent de nombreux employés et clients , à proximité des arrêts des TP , là ou les déplacements",peuvent être,"effectués à pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau d’ offre et",lemmesMotilite
pouvoir déplacement,"qui attirent de nombreux employés et clients , à proximité des arrêts des TP , là ou les déplacements peuvent",être effectués,"à pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau d’ offre et une",lemmesMotilite
pouvoir déplacement,"attirent de nombreux employés et clients , à proximité des arrêts des TP , là ou les déplacements peuvent être",effectués à,"pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau d’ offre et une bonne",lemmesMotilite
pouvoir déplacement,"proche . Il faut donc prioritairement favoriser le développement de l’ urbanisation à proximité des arrêts des TP , là",ou les,"déplacements peuvent être effectués à pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau",lemmesMotilite
pouvoir déplacement,". Il faut donc prioritairement favoriser le développement de l’ urbanisation à proximité des arrêts des TP , là ou",les déplacements,"peuvent être effectués à pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau d’",lemmesMotilite
pouvoir déplacement,"Il faut donc prioritairement favoriser le développement de l’ urbanisation à proximité des arrêts des TP , là ou les",déplacements peuvent,"être effectués à pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau d’ offre",lemmesMotilite
pouvoir déplacement,"faut donc prioritairement favoriser le développement de l’ urbanisation à proximité des arrêts des TP , là ou les déplacements",peuvent être,"effectués à pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau d’ offre et",lemmesMotilite
pouvoir déplacement,"donc prioritairement favoriser le développement de l’ urbanisation à proximité des arrêts des TP , là ou les déplacements peuvent",être effectués,"à pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau d’ offre et une",lemmesMotilite
pouvoir déplacement,"prioritairement favoriser le développement de l’ urbanisation à proximité des arrêts des TP , là ou les déplacements peuvent être",effectués à,"pied . Pour qu' elles soient attractives , les gares doivent proposer un certain niveau d’ offre et une bonne",lemmesMotilite
pouvoir déplacement,"mis en œuvre au Pays-Bas . Cette méthode , qui concerne en priorité les activités économiques ( principaux générateurs de",déplacements ),", peut également s’ appliquer à certaines formes de loisirs lorsqu’ elles attirent de nombreux visiteurs . La démarche vise",lemmesMotilite
pouvoir déplacement,"en œuvre au Pays-Bas . Cette méthode , qui concerne en priorité les activités économiques ( principaux générateurs de déplacements",") ,",peut également s’ appliquer à certaines formes de loisirs lorsqu’ elles attirent de nombreux visiteurs . La démarche vise la,lemmesMotilite
pouvoir déplacement,"œuvre au Pays-Bas . Cette méthode , qui concerne en priorité les activités économiques ( principaux générateurs de déplacements )",", peut",également s’ appliquer à certaines formes de loisirs lorsqu’ elles attirent de nombreux visiteurs . La démarche vise la mise,lemmesMotilite
pouvoir déplacement,"au Pays-Bas . Cette méthode , qui concerne en priorité les activités économiques ( principaux générateurs de déplacements ) ,",peut également,s’ appliquer à certaines formes de loisirs lorsqu’ elles attirent de nombreux visiteurs . La démarche vise la mise en,lemmesMotilite
pouvoir trajet,"sont admises que sur les sites d’ importance cantonale , tandis que celles qui généreront entre 2000 et 5000 trajets",( TJMPIF,") peuvent être prévues sur des sites d’ importance soit cantonale , soit régionale . 3 . Le canton désigne",lemmesMotilite
pouvoir trajet,"admises que sur les sites d’ importance cantonale , tandis que celles qui généreront entre 2000 et 5000 trajets (",TJMPIF ),"peuvent être prévues sur des sites d’ importance soit cantonale , soit régionale . 3 . Le canton désigne ,",lemmesMotilite
pouvoir trajet,"que sur les sites d’ importance cantonale , tandis que celles qui généreront entre 2000 et 5000 trajets ( TJMPIF",) peuvent,"être prévues sur des sites d’ importance soit cantonale , soit régionale . 3 . Le canton désigne , dans",lemmesMotilite
pouvoir mouvement,"carrefours tenant compte de tous les flux en présence ( TIM , TP et modes doux y compris ) et",pouvant prioriser,"certains mouvements ; D signalisation directionnelle appropriée ; D jalonnement dynamique des parkings , permettant d’ orienter les automobilistes vers",lemmesMotilite
pouvoir mouvement,"tenant compte de tous les flux en présence ( TIM , TP et modes doux y compris ) et pouvant",prioriser certains,"mouvements ; D signalisation directionnelle appropriée ; D jalonnement dynamique des parkings , permettant d’ orienter les automobilistes vers les",lemmesMotilite
pouvoir mouvement,"compte de tous les flux en présence ( TIM , TP et modes doux y compris ) et pouvant prioriser",certains mouvements,"; D signalisation directionnelle appropriée ; D jalonnement dynamique des parkings , permettant d’ orienter les automobilistes vers les parkings",lemmesMotilite
pouvoir mouvement,"de tous les flux en présence ( TIM , TP et modes doux y compris ) et pouvant prioriser certains",mouvements ;,"D signalisation directionnelle appropriée ; D jalonnement dynamique des parkings , permettant d’ orienter les automobilistes vers les parkings disposant",lemmesMotilite
pouvoir transport,"établissements doivent donc être mis en place là où l’ accès multimodal ( transports publics , mobilité douce et transport",individuel motorisé,) peut être assuré et des synergies peuvent être réalisées avec les infrastructures existantes . Les personnes ne disposant pas,lemmesMotilite
pouvoir transport,"doivent donc être mis en place là où l’ accès multimodal ( transports publics , mobilité douce et transport individuel",motorisé ),peut être assuré et des synergies peuvent être réalisées avec les infrastructures existantes . Les personnes ne disposant pas de,lemmesMotilite
pouvoir transport,"donc être mis en place là où l’ accès multimodal ( transports publics , mobilité douce et transport individuel motorisé",) peut,être assuré et des synergies peuvent être réalisées avec les infrastructures existantes . Les personnes ne disposant pas de moyen,lemmesMotilite
pouvoir transport,"du transport de marchandises est profitable . Si dans le canton de Fribourg , les besoins en matière de transport",de marchandises,"ne peuvent être couverts uniquement par le réseau ferroviaire , il faut toutefois prévoir , conformément à la Constitution fédérale",lemmesMotilite
pouvoir transport,"transport de marchandises est profitable . Si dans le canton de Fribourg , les besoins en matière de transport de",marchandises ne,"peuvent être couverts uniquement par le réseau ferroviaire , il faut toutefois prévoir , conformément à la Constitution fédérale ,",lemmesMotilite
pouvoir transport,"de marchandises est profitable . Si dans le canton de Fribourg , les besoins en matière de transport de marchandises",ne peuvent,"être couverts uniquement par le réseau ferroviaire , il faut toutefois prévoir , conformément à la Constitution fédérale , des",lemmesMotilite
pouvoir transport,"sources mobiles . Les choix qui sont faits dans le plan directeur cantonal en matière d’ urbanisation , de transport",ou d’,énergie peuvent influencer de manière notable les émissions atmosphériques . La loi fédérale sur la protection de l’ environnement (,lemmesMotilite
